Model,TP,FN,FP,TN
M9-A1-B2-C7,552,448,257,743
M1-A5-B6-C3,763,237,730,270
M9-A6-B7-C5,849,151,580,420
M1-A10-B6-C5,932,68,214,786
M2-A3-B10-C9,479,521,404,596
M13-A4-B7-C7,643,357,246,754
M12-A11-B7-C12,999,1,923,77
M12-A2-B8-C9,468,532,26,974
M3-A9-B5-C9,660,340,360,640
M2-A10-B1-C6,976,24,893,107
M5-A4-B6-C11,846,154,617,383
M3-A3-B8-C1,896,104,759,241
M8-A5-B5-C10,690,310,507,493
M13-A10-B11-C2,902,98,628,372
M12-A2-B1-C3,913,87,720,280
M3-A2-B5-C9,992,8,205,795
M4-A8-B9-C12,866,134,694,306
M3-A8-B1-C12,964,36,283,717
M12-A11-B8-C5,601,399,561,439
M4-A5-B8-C12,426,574,10,990
M10-A11-B9-C1,945,55,913,87
M13-A8-B2-C4,626,374,413,587
M4-A10-B7-C3,683,317,233,767
M7-A5-B4-C8,980,20,940,60
M10-A6-B2-C2,987,13,987,13
M5-A4-B5-C6,648,352,201,799
M8-A11-B5-C7,996,4,977,23
M3-A11-B8-C12,998,2,990,10
M6-A8-B8-C1,872,128,834,166
M9-A6-B8-C1,539,461,44,956
M6-A10-B9-C6,494,506,86,914
M12-A8-B2-C6,869,131,246,754
M11-A2-B7-C9,915,85,755,245
M6-A1-B5-C12,921,79,905,95
M12-A4-B11-C3,914,86,376,624
M4-A9-B6-C5,859,141,771,229
M9-A11-B8-C2,768,232,66,934
M9-A4-B5-C5,553,447,54,946
M4-A8-B10-C9,398,602,286,714
M11-A4-B6-C3,677,323,455,545
M2-A3-B4-C2,880,120,233,767
M2-A1-B7-C12,756,244,753,247
M12-A9-B4-C9,788,212,779,221
M7-A1-B2-C5,861,139,679,321
M11-A3-B8-C11,401,599,133,867
M13-A2-B3-C8,910,90,405,595
M11-A11-B1-C12,681,319,104,896
M9-A3-B3-C2,904,96,508,492
M8-A2-B1-C4,748,252,562,438
M13-A4-B6-C10,962,38,944,56
M12-A8-B10-C1,763,237,735,265
M12-A9-B7-C12,691,309,611,389
M4-A6-B11-C3,998,2,944,56
M12-A6-B6-C9,790,210,744,256
M4-A7-B10-C4,866,134,732,268
M10-A10-B7-C2,530,470,277,723
M6-A2-B2-C10,574,426,422,578
M13-A7-B9-C5,951,49,612,388
M9-A6-B7-C9,892,108,855,145
M3-A4-B6-C11,797,203,467,533
M10-A6-B1-C3,681,319,202,798
M4-A3-B3-C9,855,145,834,166
M8-A8-B6-C12,942,58,814,186
M7-A3-B11-C10,921,79,920,80
M13-A11-B3-C1,611,389,16,984
M1-A7-B8-C10,933,67,311,689
M7-A7-B6-C9,978,22,951,49
M5-A2-B3-C8,711,289,613,387
M9-A11-B9-C12,608,392,350,650
M12-A8-B10-C3,804,196,746,254
M3-A9-B1-C10,536,464,511,489
M13-A7-B8-C12,935,65,884,116
M5-A9-B8-C8,512,488,171,829
M6-A11-B11-C9,859,141,843,157
M12-A1-B2-C11,803,197,621,379
M13-A2-B2-C10,888,112,863,137
M5-A3-B9-C2,889,111,844,156
M6-A5-B6-C11,826,174,115,885
M11-A5-B2-C10,754,246,749,251
M1-A9-B2-C2,516,484,245,755
M12-A1-B10-C4,760,240,195,805
M4-A1-B9-C9,812,188,396,604
M2-A6-B7-C1,895,105,652,348
M6-A2-B1-C8,979,21,943,57
M10-A5-B9-C9,597,403,555,445
M9-A5-B5-C8,915,85,350,650
M11-A4-B9-C1,903,97,755,245
M7-A7-B8-C3,997,3,987,13
M4-A6-B4-C7,978,22,948,52
M11-A3-B9-C5,838,162,767,233
M7-A9-B6-C9,876,124,381,619
M6-A7-B5-C1,486,514,347,653
M11-A6-B5-C10,444,556,242,758
M9-A11-B1-C4,733,267,627,373
M3-A3-B3-C1,562,438,115,885
M2-A7-B10-C12,620,380,488,512
M9-A11-B9-C4,929,71,859,141
M1-A6-B1-C2,899,101,791,209
M7-A3-B7-C1,968,32,966,34
M6-A9-B4-C2,945,55,724,276
M13-A2-B2-C8,813,187,246,754
M4-A4-B9-C6,635,365,410,590
M5-A6-B3-C2,894,106,365,635
M9-A6-B10-C9,999,1,975,25
M3-A7-B8-C10,505,495,151,849
M6-A2-B4-C7,701,299,11,989
M6-A6-B10-C8,674,326,516,484
M2-A6-B3-C2,447,553,125,875
M8-A8-B10-C7,930,70,884,116
M8-A7-B5-C7,949,51,905,95
M4-A10-B10-C8,648,352,648,352
M11-A4-B8-C12,733,267,675,325
M13-A8-B2-C12,716,284,678,322
M1-A5-B2-C5,509,491,485,515
M8-A6-B3-C6,667,333,530,470
M12-A6-B8-C1,677,323,635,365
M8-A1-B3-C3,976,24,850,150
M2-A8-B6-C4,549,451,392,608
M10-A4-B10-C9,926,74,854,146
M4-A9-B4-C12,927,73,467,533
M10-A5-B10-C8,970,30,914,86
M9-A2-B4-C9,893,107,445,555
M6-A4-B5-C12,572,428,137,863
M9-A3-B2-C9,638,362,429,571
M1-A1-B8-C8,541,459,79,921
M1-A8-B1-C11,912,88,669,331
M8-A3-B2-C5,729,271,516,484
M12-A7-B7-C1,997,3,567,433
M13-A5-B3-C4,990,10,141,859
M10-A1-B3-C6,787,213,490,510
M4-A3-B9-C2,859,141,292,708
M12-A4-B1-C2,898,102,823,177
M5-A9-B3-C6,926,74,403,597
M12-A4-B10-C5,964,36,808,192
M2-A5-B6-C12,167,833,80,920
M9-A8-B8-C9,877,123,824,176
M7-A7-B5-C2,475,525,421,579
M6-A1-B4-C7,261,739,237,763
M8-A1-B10-C4,862,138,25,975
M5-A11-B10-C3,750,250,15,985
M7-A11-B3-C7,888,112,404,596
M11-A1-B8-C6,482,518,77,923
M6-A5-B7-C3,849,151,130,870
M13-A8-B8-C7,468,532,268,732
M2-A9-B4-C4,91,909,11,989
M13-A7-B6-C7,494,506,108,892
M11-A9-B7-C2,757,243,65,935
M3-A5-B11-C3,760,240,251,749
M2-A9-B3-C9,662,338,461,539
M9-A10-B6-C1,780,220,30,970
M12-A7-B3-C10,575,425,114,886
M12-A3-B11-C5,843,157,675,325
M8-A5-B8-C4,950,50,499,501
M4-A2-B9-C9,669,331,173,827
M10-A9-B4-C4,484,516,434,566
M3-A7-B9-C9,333,667,185,815
M2-A6-B1-C2,376,624,252,748
M12-A2-B9-C12,771,229,79,921
M11-A4-B6-C7,604,396,19,981
M6-A6-B11-C3,761,239,159,841
M5-A6-B11-C11,996,4,993,7
M10-A6-B9-C3,448,552,334,666
M4-A11-B11-C9,545,455,397,603
M10-A7-B9-C12,946,54,864,136
M7-A5-B8-C4,984,16,927,73
M4-A7-B2-C6,759,241,53,947
M10-A2-B4-C5,913,87,156,844
M10-A11-B2-C4,868,132,286,714
M10-A11-B2-C2,812,188,33,967
M10-A4-B1-C6,731,269,450,550
M12-A8-B4-C12,556,444,446,554
M13-A7-B4-C7,251,749,62,938
M12-A11-B5-C10,760,240,298,702
M13-A5-B5-C7,732,268,622,378
M10-A10-B6-C3,888,112,299,701
M1-A5-B6-C5,820,180,541,459
M8-A2-B10-C3,698,302,311,689
M1-A3-B9-C10,948,52,249,751
M11-A2-B6-C3,582,418,329,671
M4-A3-B7-C1,777,223,403,597
M12-A10-B7-C5,955,45,785,215
M5-A9-B6-C10,279,721,243,757
M8-A3-B5-C7,858,142,702,298
M6-A8-B1-C6,76,924,63,937
M13-A6-B8-C9,822,178,69,931
M7-A2-B3-C3,903,97,852,148
M2-A4-B9-C8,933,67,888,112
M6-A7-B11-C7,508,492,251,749
M8-A9-B1-C9,937,63,298,702
M2-A6-B2-C10,884,116,849,151
M11-A11-B10-C9,885,115,814,186
M6-A1-B1-C4,998,2,858,142
M13-A11-B3-C2,713,287,84,916
M5-A9-B1-C1,871,129,552,448
M13-A3-B10-C11,549,451,150,850
M10-A11-B1-C2,335,665,274,726
M11-A10-B8-C2,910,90,783,217
M6-A5-B9-C3,887,113,700,300
M8-A3-B9-C8,835,165,668,332
M13-A4-B3-C6,916,84,494,506
M11-A6-B3-C12,533,467,503,497
M4-A5-B11-C11,671,329,463,537
M4-A5-B8-C9,781,219,123,877
M13-A9-B11-C6,687,313,643,357
M2-A9-B1-C8,872,128,582,418
M7-A6-B9-C3,963,37,909,91
M8-A3-B9-C3,815,185,346,654
M1-A9-B5-C6,432,568,302,698
M2-A6-B2-C6,963,37,731,269
M3-A2-B11-C10,721,279,682,318
M12-A2-B6-C5,890,110,56,944
M5-A3-B9-C6,898,102,291,709
M9-A2-B6-C1,998,2,477,523
M12-A5-B2-C8,534,466,271,729
M2-A6-B8-C2,558,442,496,504
M9-A7-B1-C3,609,391,433,567
M6-A6-B10-C6,561,439,225,775
M2-A7-B7-C8,832,168,609,391
M3-A3-B11-C4,848,152,837,163
M13-A4-B11-C4,853,147,836,164
M2-A11-B9-C1,990,10,989,11
M7-A11-B9-C10,981,19,959,41
M4-A2-B8-C12,987,13,717,283
M1-A9-B7-C5,577,423,272,728
M9-A7-B5-C3,954,46,432,568
M8-A8-B3-C6,636,364,350,650
M11-A7-B8-C9,738,262,413,587
M1-A3-B6-C1,863,137,558,442
M5-A3-B11-C6,993,7,991,9
M11-A5-B6-C2,483,517,143,857
M9-A9-B5-C1,503,497,473,527
M2-A6-B1-C12,654,346,186,814
M7-A2-B11-C8,975,25,922,78
M5-A5-B1-C6,998,2,886,114
M8-A6-B2-C5,629,371,196,804
M9-A5-B11-C12,567,433,477,523
M1-A4-B8-C12,58,942,55,945
M9-A8-B9-C6,989,11,263,737
M9-A6-B3-C2,927,73,863,137
M12-A2-B10-C5,340,660,220,780
M11-A3-B2-C3,749,251,327,673
M12-A5-B4-C1,662,338,364,636
M7-A4-B11-C3,995,5,992,8
M11-A1-B9-C4,961,39,854,146
M9-A4-B9-C5,881,119,600,400
M13-A8-B7-C11,826,174,575,425
M2-A9-B9-C9,930,70,812,188
M11-A9-B7-C3,871,129,851,149
M5-A2-B8-C7,649,351,248,752
M6-A9-B7-C8,843,157,683,317
M8-A10-B7-C10,857,143,726,274
M6-A10-B3-C6,900,100,717,283
M11-A8-B9-C3,353,647,238,762
M6-A1-B5-C6,996,4,771,229
M12-A9-B9-C10,702,298,330,670
M12-A5-B11-C10,935,65,674,326
M13-A10-B9-C5,993,7,287,713
M9-A8-B6-C3,880,120,37,963
M8-A10-B5-C5,891,109,775,225
M2-A8-B1-C2,838,162,751,249
M13-A4-B8-C2,660,340,581,419
M4-A10-B5-C12,558,442,202,798
M4-A7-B5-C10,886,114,860,140
M12-A7-B5-C3,986,14,976,24
M12-A6-B3-C11,465,535,449,551
M4-A8-B9-C5,672,328,16,984
M2-A9-B9-C4,974,26,917,83
M11-A2-B7-C4,703,297,250,750
M13-A11-B1-C2,588,412,42,958
M8-A5-B11-C5,658,342,638,362
M13-A11-B4-C12,787,213,651,349
M4-A2-B11-C1,991,9,750,250
M7-A9-B5-C7,990,10,930,70
M13-A8-B2-C2,672,328,604,396
M6-A11-B9-C11,785,215,701,299
M11-A11-B6-C2,394,606,188,812
M9-A4-B1-C5,984,16,773,227
M10-A9-B6-C8,761,239,748,252
M9-A5-B9-C3,705,295,399,601
M5-A1-B7-C5,611,389,241,759
M1-A6-B4-C12,761,239,682,318
M9-A2-B9-C4,315,685,165,835
M2-A11-B2-C6,843,157,540,460
M3-A6-B8-C8,769,231,401,599
M5-A2-B8-C1,927,73,859,141
M4-A4-B2-C5,443,557,395,605
M12-A6-B10-C6,880,120,179,821
M1-A10-B1-C8,448,552,277,723
M10-A5-B3-C4,971,29,545,455
M4-A6-B9-C1,394,606,195,805
M10-A8-B4-C1,905,95,665,335
M7-A10-B9-C2,693,307,682,318
M13-A4-B9-C2,292,708,84,916
M3-A11-B7-C11,986,14,474,526
M7-A10-B8-C2,911,89,647,353
M3-A1-B2-C5,849,151,714,286
M8-A1-B4-C7,609,391,561,439
M4-A8-B8-C12,396,604,163,837
M1-A3-B10-C3,446,554,311,689
M12-A3-B5-C10,851,149,791,209
M5-A6-B5-C5,895,105,64,936
M13-A8-B10-C6,612,388,604,396
M6-A10-B5-C11,657,343,371,629
M1-A5-B10-C9,471,529,255,745
M4-A6-B4-C8,916,84,899,101
M11-A3-B1-C3,913,87,910,90
M2-A9-B11-C4,840,160,761,239
M9-A11-B4-C8,872,128,306,694
M6-A4-B1-C1,272,728,14,986
M12-A3-B3-C10,857,143,670,330
M7-A1-B6-C12,774,226,596,404
M10-A8-B11-C6,656,344,609,391
M2-A7-B8-C11,921,79,553,447
M6-A8-B7-C9,989,11,371,629
M3-A1-B4-C9,831,169,625,375
M11-A7-B8-C6,845,155,592,408
M1-A1-B3-C8,875,125,436,564
M8-A1-B7-C11,960,40,212,788
M7-A7-B9-C1,937,63,854,146
M4-A4-B10-C3,163,837,11,989
M9-A1-B6-C4,329,671,138,862
M6-A11-B1-C9,957,43,867,133
M12-A4-B3-C4,963,37,846,154
M12-A9-B1-C11,736,264,355,645
M1-A10-B3-C11,651,349,240,760
M7-A7-B4-C9,917,83,894,106
M7-A1-B10-C9,983,17,911,89
M12-A3-B2-C5,812,188,471,529
M6-A4-B6-C12,789,211,765,235
M3-A7-B5-C10,983,17,781,219
M13-A9-B5-C9,830,170,564,436
M12-A5-B4-C5,891,109,552,448
M3-A8-B10-C5,688,312,654,346
M11-A9-B8-C10,781,219,353,647
M6-A6-B1-C1,206,794,116,884
M9-A10-B9-C6,835,165,639,361
M8-A5-B2-C1,799,201,766,234
M6-A3-B2-C6,557,443,538,462
M7-A5-B11-C8,342,658,236,764
M4-A1-B7-C1,504,496,254,746
M4-A7-B8-C2,992,8,939,61
M3-A2-B9-C3,610,390,419,581
M2-A10-B9-C3,751,249,323,677
M7-A9-B9-C9,719,281,610,390
M7-A6-B9-C6,982,18,853,147
M13-A11-B5-C7,630,370,133,867
M12-A7-B6-C7,822,178,439,561
M6-A7-B2-C4,999,1,960,40
M9-A8-B7-C3,478,522,82,918
M7-A4-B1-C4,707,293,439,561
M1-A10-B4-C12,500,500,283,717
M12-A6-B11-C12,896,104,503,497
M11-A9-B2-C6,594,406,375,625
M3-A10-B10-C3,719,281,592,408
M1-A2-B10-C12,506,494,466,534
M9-A1-B11-C2,908,92,688,312
M13-A8-B7-C3,973,27,316,684
M6-A10-B1-C1,524,476,522,478
M11-A7-B10-C9,745,255,553,447
M5-A2-B7-C7,117,883,42,958
M3-A2-B11-C6,184,816,6,994
M5-A2-B3-C1,948,52,535,465
M7-A11-B4-C3,991,9,981,19
M7-A4-B7-C11,966,34,909,91
M12-A2-B6-C4,998,2,985,15
M7-A10-B11-C6,823,177,758,242
M13-A11-B2-C12,994,6,987,13
M11-A1-B9-C9,933,67,357,643
M12-A3-B10-C3,648,352,263,737
M13-A11-B8-C7,789,211,519,481
M7-A4-B3-C1,765,235,213,787
M6-A4-B9-C4,673,327,275,725
M9-A7-B3-C1,929,71,858,142
M9-A11-B6-C5,680,320,599,401
M8-A6-B9-C8,861,139,350,650
M6-A3-B9-C5,666,334,453,547
M11-A3-B6-C2,612,388,570,430
M11-A8-B1-C7,937,63,410,590
M13-A10-B10-C7,966,34,871,129
M5-A1-B9-C10,305,695,297,703
M4-A11-B5-C9,947,53,18,982
M6-A4-B4-C12,691,309,28,972
M13-A4-B1-C2,521,479,449,551
M4-A2-B5-C9,974,26,900,100
M2-A7-B9-C9,695,305,375,625
M6-A8-B10-C8,895,105,747,253
M11-A6-B2-C11,876,124,281,719
M3-A5-B6-C4,519,481,504,496
M5-A10-B7-C12,583,417,479,521
M11-A1-B3-C7,375,625,121,879
M4-A3-B5-C6,557,443,513,487
M2-A8-B10-C3,244,756,57,943
M5-A5-B8-C3,691,309,474,526
M7-A8-B3-C11,448,552,60,940
M1-A9-B11-C3,809,191,720,280
M10-A7-B9-C6,942,58,895,105
M12-A3-B5-C6,714,286,533,467
M8-A1-B8-C3,794,206,102,898
M10-A9-B2-C10,533,467,35,965
M13-A4-B9-C8,967,33,413,587
M4-A11-B11-C12,936,64,700,300
M12-A10-B6-C12,597,403,443,557
M3-A6-B6-C5,806,194,171,829
M9-A7-B7-C8,750,250,579,421
M7-A8-B7-C4,727,273,707,293
M5-A6-B10-C3,865,135,447,553
M13-A9-B4-C12,737,263,202,798
M4-A9-B1-C5,987,13,879,121
M3-A10-B9-C5,949,51,932,68
M12-A4-B5-C4,977,23,968,32
M12-A8-B3-C2,291,709,234,766
M12-A11-B1-C7,141,859,138,862
M8-A7-B1-C9,950,50,915,85
M1-A6-B1-C1,354,646,81,919
M8-A1-B9-C7,728,272,345,655
M7-A10-B11-C12,672,328,27,973
M12-A4-B8-C2,895,105,395,605
M7-A1-B3-C5,958,42,728,272
M3-A10-B1-C5,916,84,449,551
M3-A7-B2-C10,382,618,314,686
M8-A7-B1-C10,865,135,857,143
M10-A9-B10-C8,425,575,263,737
M10-A8-B1-C10,644,356,639,361
M1-A5-B6-C12,817,183,344,656
M7-A11-B3-C4,625,375,151,849
M7-A11-B1-C3,940,60,802,198
M12-A1-B4-C5,765,235,484,516
M3-A11-B5-C1,729,271,168,832
M2-A9-B11-C12,630,370,384,616
M9-A5-B6-C11,995,5,42,958
M11-A2-B10-C10,719,281,628,372
M8-A9-B4-C5,838,162,546,454
M5-A7-B2-C2,970,30,829,171
M7-A10-B7-C9,980,20,961,39
M2-A4-B9-C4,937,63,723,277
M8-A4-B5-C3,809,191,805,195
M12-A5-B5-C1,532,468,25,975
M13-A11-B10-C4,838,162,797,203
M4-A3-B5-C11,974,26,521,479
M6-A9-B2-C4,994,6,992,8
M12-A4-B5-C9,927,73,706,294
M1-A9-B10-C6,752,248,322,678
M9-A10-B3-C3,928,72,617,383
M4-A4-B2-C6,989,11,888,112
M12-A5-B8-C11,994,6,983,17
M12-A11-B6-C1,659,341,18,982
M6-A10-B2-C7,818,182,80,920
M8-A7-B3-C12,867,133,387,613
M8-A7-B5-C2,815,185,620,380
M5-A8-B6-C5,887,113,329,671
M9-A6-B3-C9,564,436,459,541
M5-A11-B11-C7,787,213,159,841
M6-A2-B4-C8,246,754,65,935
M6-A2-B1-C3,739,261,620,380
M12-A1-B10-C6,850,150,690,310
M10-A2-B4-C6,810,190,544,456
M13-A4-B1-C6,938,62,908,92
M13-A6-B11-C12,601,399,160,840
M3-A5-B4-C6,998,2,928,72
M12-A7-B11-C3,635,365,487,513
M10-A2-B5-C5,993,7,939,61
M4-A9-B8-C12,251,749,230,770
M12-A2-B3-C7,552,448,180,820
M7-A3-B9-C5,987,13,878,122
M13-A9-B4-C2,866,134,9,991
M6-A4-B10-C11,422,578,356,644
M6-A8-B5-C11,987,13,483,517
M9-A7-B10-C7,778,222,197,803
M1-A10-B3-C12,997,3,922,78
M8-A8-B7-C6,876,124,471,529
M3-A7-B10-C9,968,32,502,498
M8-A1-B5-C12,953,47,753,247
M13-A7-B2-C8,929,71,928,72
M5-A6-B6-C9,944,56,65,935
M10-A1-B8-C7,881,119,832,168
M4-A3-B7-C6,906,94,890,110
M7-A7-B2-C10,635,365,206,794
M4-A8-B5-C6,394,606,18,982
M6-A10-B5-C7,410,590,175,825
M6-A2-B3-C8,957,43,954,46
M3-A7-B6-C3,943,57,274,726
M1-A9-B4-C8,475,525,36,964
M3-A4-B2-C4,465,535,236,764
M11-A10-B10-C3,822,178,590,410
M13-A9-B6-C3,992,8,969,31
M3-A7-B4-C8,978,22,163,837
M5-A3-B3-C3,590,410,251,749
M2-A6-B6-C8,842,158,375,625
M1-A6-B8-C7,795,205,67,933
M6-A7-B8-C2,981,19,970,30
M4-A10-B1-C4,948,52,428,572
M10-A6-B3-C9,892,108,116,884
M12-A3-B2-C8,274,726,14,986
M1-A3-B8-C12,953,47,802,198
M1-A1-B11-C12,544,456,462,538
M2-A7-B11-C5,184,816,164,836
M1-A11-B1-C5,836,164,455,545
M10-A5-B9-C12,617,383,546,454
M9-A9-B5-C5,931,69,925,75
M7-A6-B1-C4,882,118,732,268
M13-A1-B2-C9,994,6,985,15
M4-A8-B3-C4,758,242,281,719
M12-A10-B9-C10,965,35,151,849
M13-A8-B6-C2,638,362,214,786
M9-A2-B4-C11,999,1,998,2
M11-A7-B11-C3,763,237,49,951
M9-A10-B7-C6,907,93,665,335
M4-A7-B10-C1,896,104,744,256
M6-A6-B11-C12,209,791,34,966
M4-A4-B7-C6,868,132,610,390
M1-A7-B11-C8,282,718,273,727
M5-A8-B2-C10,905,95,571,429
M13-A10-B9-C7,942,58,369,631
M5-A9-B11-C3,831,169,668,332
M1-A8-B11-C1,964,36,869,131
M3-A9-B6-C7,952,48,253,747
M9-A2-B5-C12,881,119,818,182
M8-A6-B1-C1,970,30,732,268
M1-A3-B9-C1,772,228,456,544
M7-A11-B7-C5,563,437,490,510
M11-A3-B7-C2,566,434,414,586
M11-A4-B9-C5,485,515,275,725
M2-A8-B9-C2,281,719,148,852
M1-A10-B7-C1,980,20,153,847
M7-A7-B5-C5,794,206,259,741
M6-A9-B2-C10,980,20,545,455
M13-A4-B4-C4,935,65,818,182
M7-A3-B4-C7,359,641,316,684
M5-A5-B9-C8,855,145,527,473
M8-A3-B4-C7,526,474,305,695
M13-A4-B10-C2,486,514,476,524
M11-A10-B5-C12,795,205,433,567
M13-A1-B8-C6,914,86,827,173
M2-A11-B3-C8,512,488,432,568
M7-A8-B9-C5,973,27,973,27
M12-A5-B10-C12,933,67,897,103
M2-A9-B3-C2,830,170,214,786
M12-A1-B1-C6,668,332,491,509
M4-A5-B9-C11,941,59,368,632
M5-A11-B6-C12,811,189,803,197
M11-A3-B3-C6,184,816,144,856
M11-A8-B10-C7,490,510,57,943
M1-A10-B3-C9,732,268,698,302
M7-A8-B9-C3,792,208,766,234
M5-A5-B7-C8,690,310,147,853
M2-A10-B7-C10,971,29,964,36
M10-A9-B3-C10,919,81,615,385
M4-A7-B9-C7,965,35,960,40
M9-A9-B1-C6,916,84,370,630
M6-A10-B9-C1,987,13,431,569
M5-A1-B9-C8,808,192,628,372
M2-A11-B8-C3,504,496,348,652
M4-A8-B6-C2,934,66,866,134
M12-A9-B4-C5,855,145,235,765
M4-A10-B9-C8,713,287,410,590
M5-A8-B5-C2,979,21,699,301
M10-A8-B9-C3,556,444,307,693
M11-A11-B3-C11,960,40,25,975
M6-A9-B9-C12,955,45,486,514
M9-A9-B2-C8,712,288,419,581
M10-A3-B6-C9,976,24,449,551
M11-A11-B8-C4,467,533,429,571
M2-A6-B4-C7,973,27,521,479
M10-A3-B2-C6,485,515,459,541
M1-A10-B9-C12,519,481,1,999
M4-A3-B11-C12,967,33,929,71
M8-A4-B8-C8,602,398,169,831
M12-A1-B2-C10,847,153,537,463
M2-A10-B8-C8,979,21,871,129
M1-A10-B7-C10,736,264,141,859
M12-A11-B11-C7,709,291,541,459
M13-A9-B3-C5,275,725,191,809
M4-A11-B7-C4,790,210,769,231
M8-A10-B5-C4,732,268,502,498
M13-A7-B11-C12,812,188,324,676
M5-A2-B10-C11,884,116,647,353
M7-A6-B11-C3,954,46,873,127
M13-A9-B1-C10,773,227,714,286
M13-A6-B3-C6,679,321,658,342
M1-A1-B6-C1,983,17,905,95
M12-A10-B10-C6,862,138,43,957
M2-A11-B11-C4,637,363,575,425
M7-A5-B1-C6,958,42,672,328
M10-A11-B7-C12,825,175,440,560
M5-A6-B6-C2,836,164,720,280
M8-A11-B1-C3,529,471,501,499
M9-A2-B6-C9,703,297,458,542
M12-A11-B7-C3,815,185,311,689
M5-A7-B10-C4,943,57,842,158
M1-A10-B4-C2,953,47,779,221
M12-A5-B8-C5,971,29,967,33
M11-A1-B3-C5,873,127,37,963
M5-A3-B11-C9,974,26,367,633
M3-A11-B5-C3,626,374,473,527
M3-A1-B3-C1,939,61,880,120
M8-A5-B11-C10,769,231,307,693
M7-A9-B5-C6,803,197,684,316
M4-A9-B6-C6,778,222,92,908
M12-A1-B6-C12,890,110,878,122
M13-A3-B3-C8,632,368,43,957
M6-A3-B8-C10,471,529,157,843
M5-A2-B11-C11,886,114,320,680
M7-A10-B8-C10,682,318,314,686
M8-A3-B2-C12,772,228,442,558
M6-A11-B10-C12,681,319,269,731
M13-A5-B3-C10,535,465,395,605
M2-A5-B8-C11,943,57,420,580
M1-A4-B10-C4,990,10,742,258
M10-A8-B10-C1,940,60,756,244
M2-A10-B3-C5,907,93,786,214
M2-A5-B9-C2,796,204,70,930
M13-A8-B11-C7,893,107,810,190
M9-A4-B10-C3,615,385,523,477
M2-A9-B8-C1,820,180,792,208
M3-A10-B11-C3,820,180,777,223
M6-A3-B5-C4,935,65,755,245
M7-A5-B11-C11,823,177,406,594
M12-A11-B9-C12,288,712,243,757
M11-A9-B8-C5,443,557,116,884
M13-A10-B8-C3,351,649,32,968
M8-A3-B7-C3,608,392,567,433
M3-A6-B8-C11,953,47,675,325
M5-A9-B10-C2,831,169,697,303
M6-A6-B9-C2,670,330,625,375
M8-A1-B11-C12,887,113,692,308
M2-A8-B5-C10,491,509,294,706
M1-A2-B7-C12,803,197,469,531
M11-A11-B4-C6,902,98,556,444
M4-A5-B4-C12,882,118,641,359
M10-A1-B4-C5,905,95,848,152
M10-A3-B4-C6,928,72,685,315
M12-A3-B6-C5,694,306,363,637
M3-A6-B6-C4,910,90,877,123
M12-A3-B11-C11,637,363,562,438
M10-A1-B10-C1,644,356,375,625
M5-A5-B2-C11,658,342,322,678
M5-A6-B3-C7,950,50,934,66
M3-A8-B9-C8,536,464,528,472
M1-A7-B8-C9,941,59,736,264
M7-A9-B2-C1,781,219,677,323
M5-A8-B10-C2,882,118,693,307
M2-A1-B6-C8,833,167,672,328
M4-A2-B11-C9,728,272,170,830
M8-A11-B6-C11,634,366,294,706
M12-A3-B5-C3,965,35,901,99
M8-A10-B2-C12,972,28,628,372
M12-A3-B4-C3,367,633,7,993
M4-A3-B5-C1,984,16,983,17
M12-A8-B11-C8,891,109,876,124
M8-A3-B4-C5,984,16,953,47
M10-A3-B1-C11,890,110,724,276
M11-A4-B3-C4,697,303,208,792
M13-A3-B11-C8,568,432,418,582
M7-A7-B3-C6,319,681,263,737
M12-A4-B5-C1,787,213,766,234
M2-A8-B10-C12,916,84,235,765
M4-A9-B7-C5,983,17,922,78
M3-A5-B1-C7,976,24,343,657
M9-A3-B7-C7,947,53,936,64
M13-A2-B1-C9,844,156,804,196
M13-A10-B9-C6,642,358,447,553
M9-A9-B10-C8,994,6,313,687
M9-A1-B10-C7,970,30,954,46
M12-A8-B11-C11,986,14,957,43
M12-A10-B3-C10,962,38,865,135
M1-A4-B10-C2,455,545,167,833
M3-A7-B11-C5,688,312,161,839
M13-A5-B10-C12,902,98,813,187
M13-A2-B9-C8,491,509,391,609
M7-A9-B4-C6,760,240,669,331
M10-A6-B6-C10,766,234,601,399
M11-A5-B9-C2,934,66,855,145
M5-A7-B11-C2,700,300,583,417
M9-A10-B7-C3,508,492,443,557
M12-A7-B9-C1,853,147,745,255
M8-A11-B4-C1,905,95,816,184
M5-A9-B1-C5,981,19,467,533
M6-A10-B7-C7,999,1,156,844
M2-A8-B11-C8,969,31,887,113
M11-A7-B9-C11,978,22,873,127
M7-A3-B3-C6,774,226,758,242
M2-A10-B1-C1,992,8,625,375
M13-A5-B1-C12,216,784,7,993
M8-A6-B6-C10,895,105,741,259
M2-A9-B7-C7,827,173,572,428
M9-A10-B6-C4,350,650,225,775
M2-A9-B3-C11,997,3,944,56
M7-A7-B3-C10,569,431,230,770
M11-A6-B4-C7,877,123,705,295
M9-A10-B8-C2,633,367,418,582
M6-A6-B5-C6,502,498,308,692
M13-A7-B3-C3,525,475,133,867
M9-A1-B7-C9,942,58,693,307
M12-A6-B4-C12,224,776,123,877
M2-A7-B1-C3,485,515,360,640
M3-A1-B6-C1,844,156,561,439
M11-A5-B11-C4,61,939,40,960
M11-A2-B8-C6,889,111,866,134
M7-A10-B8-C4,637,363,233,767
